Scenario_ID,Apartment_Area_m2,Rooms,Bathrooms,Master_Bathrooms,Balconies,Receptions,Finishing_Level,Reception_Area_m2,Bedroom_Area_m2,Paintable_Area_m2,Paints_Quality,Electrical_Basic_Quality,Flooring_Quality,Sanitary_Quality,Doors_Quality,Ceilings_Quality,Electrical_Finishing_Quality,Plumbing_Quality,Include_Reception_Ceiling_Upgrade,Include_Reception_Chandelier,Include_Master_Bathroom_Upgrade,Plumbing_System,Ceilings_Cost,Doors_Cost,Electrical_Basic_Cost,Electrical_Finishing_Cost,Flooring_Cost,Paints_Cost,Plumbing_Cost,Sanitary_Cost,Labor_Cost,Auxiliary_Cost,Total_Finishing_Cost_EGP
S000058,116.5,3,2,1,3,1,Medium,40.8,75.7,349.5,High,Medium,Medium,High,Medium,Low,High,Medium,True,True,False,PVC Pipes,33451.840277777774,46213.0,31884.92,6677.0,42840.7,13225.080000000002,1600.0,19610.0,45837.5,25952.5,267292.54
S000059,82.1,2,1,1,2,1,Low,28.7,53.4,246.3,Low,Low,Medium,Medium,Low,Medium,Low,Low,False,False,False,PPR Pipes,7269.270833333333,28265.0,21759.368,1688.0,31755.9,1160.7447272727275,1230.0,9479.0,36424.5,15746.5,154778.28
S000060,105.5,2,1,1,0,1,Medium,36.9,68.6,316.5,Medium,Low,Medium,Medium,Medium,Medium,Low,Medium,False,True,False,PVC Pipes,10073.784722222223,20329.0,27141.5,2602.0,43935.2,8912.640000000001,760.0,9708.0,37112.5,21717.5,182292.12
S000061,152.5,3,2,1,1,1,High,53.4,99.1,457.5,High,High,Medium,High,High,Medium,High,High,True,True,True,PVC Pipes,54856.04166666667,35213.0,44688.5,6864.0,80608.5,18720.9,1740.0,30569.0,55737.5,32612.5,361609.94
S000062,105.5,3,2,1,1,1,Low,36.9,68.6,316.5,Low,Medium,Low,Low,Medium,Medium,Low,Low,False,False,False,PPR Pipes,9341.145833333332,32365.0,29298.975,2460.0,40083.2,1740.1745454545458,2160.0,13996.0,50197.5,21807.5,203449.5
S000063,104.9,3,2,1,2,1,Low,36.7,68.2,314.7,Low,Low,Medium,Medium,Low,Low,Medium,Low,False,False,False,PPR Pipes,7539.687500000001,34056.0,27761.061000000005,3540.0,40911.100000000006,1143.219272727273,2340.0,19876.0,49990.5,21708.5,208866.07
S000064,148.5,4,1,1,1,1,Medium,52.0,96.5,445.5,Medium,Low,Medium,Medium,Medium,High,Medium,High,False,False,True,PVC Pipes,16706.25,37492.0,36388.605,4264.0,56007.0,9310.95,920.0,16726.0,51337.5,29672.5,258824.8
S000065,118.8,3,1,1,1,1,Medium,41.6,77.2,356.4,High,Low,Low,Medium,Medium,Low,Medium,Medium,False,False,True,PVC Pipes,8043.75,33022.0,31686.407999999996,3572.0,48871.600000000006,16152.048,760.0,14736.0,41970.0,24178.0,222991.81
S000066,130.7,3,1,1,1,1,High,45.7,85.0,392.1,High,High,High,High,Medium,High,Medium,Medium,True,True,True,PVC Pipes,56804.54861111111,31633.0,38741.055,5121.0,43280.2,16648.566000000003,860.0,17982.0,45242.5,26379.5,282692.37
S000067,127.1,3,1,1,0,1,Medium,44.5,82.6,381.3,Low,Medium,Medium,Medium,Medium,Medium,High,Medium,True,True,False,PVC Pipes,46500.381944444445,26052.0,34947.741,5955.0,66658.5,1460.0323636363637,800.0,10556.0,44252.5,25713.5,262895.66
S000068,87.1,2,1,1,2,1,Low,30.5,56.6,261.3,Low,Low,Medium,Low,Low,Low,Low,Low,False,False,False,PPR Pipes,5625.208333333333,26867.0,24241.331,1656.0,35243.9,897.9218181818181,1260.0,6411.0,38149.5,16571.5,156923.36
S000069,61.3,1,1,1,0,1,High,21.5,39.8,183.9,Medium,High,Medium,High,High,High,High,High,True,True,True,PVC Pipes,23995.208333333332,15291.0,17452.953999999998,4780.0,18809.8,4490.838000000001,950.0,22298.0,23757.5,13540.5,145365.8
S000070,111.7,3,2,1,1,1,Medium,39.1,72.6,335.1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,True,True,False,PVC Pipes,30394.652777777777,31297.0,31542.374000000003,5534.0,39113.1,8772.918000000001,1640.0,18808.0,44517.5,25064.5,236684.04
S000071,82.1,2,1,1,0,1,Medium,28.7,53.4,246.3,Medium,Medium,High,Medium,Medium,Medium,Low,High,False,False,True,PVC Pipes,6955.694444444444,20984.0,22577.769999999997,1728.0,27223.4,5418.6,980.0,13293.0,30677.5,17388.5,147226.46
S000072,119.8,3,1,1,2,1,Low,41.9,77.9,359.4,Low,Medium,Low,Low,Low,Medium,Low,Low,False,False,False,PPR Pipes,10565.694444444443,30966.0,33150.622,1492.0,43399.8,1517.3214545454546,1230.0,6141.0,50631.0,21967.0,201060.44
S000073,141.0,4,1,1,2,1,Medium,49.3,91.7,423.0,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,False,False,True,PVC Pipes,12484.375,46145.0,39523.53,4288.0,69429.9,15913.26,820.0,14519.0,49275.0,28285.0,280683.07
S000074,71.1,2,1,1,1,1,High,24.9,46.2,213.3,High,Medium,Medium,High,High,Medium,Medium,High,True,True,True,PVC Pipes,25370.416666666668,30284.0,19090.484999999997,4104.0,28896.3,10089.09,880.0,21167.0,27652.5,15353.5,182887.29
S000075,71.5,2,1,1,1,1,Low,25.0,46.5,214.5,Low,Low,Low,Low,Low,Low,Low,Medium,False,True,False,PVC Pipes,4841.145833333333,20804.0,19085.86,2887.0,25992.0,737.1000000000001,770.0,7819.0,32767.5,13997.5,129701.11
S000076,94.2,2,1,1,2,1,Medium,33.0,61.2,282.6,Medium,Medium,Medium,Low,High,High,Medium,Medium,True,False,True,PVC Pipes,41084.16666666667,34495.0,26070.372,2856.0,39179.4,7398.468000000002,780.0,11562.0,34005.0,19627.0,217057.41
S000077,87.9,2,1,1,1,1,High,30.8,57.1,263.7,High,High,High,High,Medium,High,Medium,High,False,True,True,PVC Pipes,8912.083333333334,26107.0,25289.763,4096.0,31166.9,12414.996,970.0,21332.0,32272.5,18461.5,181022.74
S000078,127.3,3,2,1,2,1,Medium,44.6,82.7,381.9,Medium,High,High,Medium,Medium,Medium,Medium,Medium,False,True,False,PVC Pipes,10785.13888888889,40473.0,35952.598,5449.0,46525.3,8989.926,1720.0,16908.0,48807.5,27950.5,243560.96
S000079,97.9,3,1,1,1,1,Low,34.3,63.6,293.7,Low,Low,Medium,Medium,Medium,Low,Medium,Medium,False,False,False,PVC Pipes,7920.381944444445,31608.0,25890.119000000002,3580.0,38706.0,1384.1280000000002,860.0,10530.0,43075.5,18353.5,181907.63
S000080,142.2,4,1,1,3,1,Low,49.8,92.4,426.6,Low,Medium,Low,Low,Low,Medium,Low,Low,False,False,False,PPR Pipes,11603.125,39205.0,39388.257999999994,2792.0,64374.0,1884.796363636364,1320.0,7653.0,59559.0,25663.0,253442.18
S000081,128.0,3,1,1,2,1,Medium,44.8,83.2,384.0,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,False,True,False,PVC Pipes,12666.666666666666,37750.0,34837.44,5543.0,45804.8,8870.4,800.0,8698.0,44500.0,25880.0,225350.31
S000082,86.7,3,1,1,1,1,Medium,30.3,56.4,260.1,Medium,Medium,High,Medium,Medium,Medium,Low,Medium,False,True,True,PVC Pipes,7315.3125,32543.0,24947.796000000002,4307.0,36946.8,1455.6141818181818,760.0,16329.0,33142.5,18239.5,175986.52
S000083,174.7,4,2,1,3,1,Low,61.1,113.6,524.1,Low,Low,Low,Medium,Medium,Low,Low,Low,True,False,False,PPR Pipes,47216.66666666667,47419.0,45133.877,3152.0,78227.70000000001,2727.2258181818183,1920.0,17612.0,75271.5,33225.5,351905.47
S000084,63.1,2,1,1,2,1,Low,22.1,41.0,189.3,Medium,Medium,Low,Medium,Low,Low,Low,Medium,False,False,False,PVC Pipes,4097.118055555556,25864.0,18218.498,1984.0,22588.300000000003,1077.9774545454547,750.0,8086.0,29869.5,12611.5,125146.89
S000085,65.1,1,1,1,1,1,Medium,22.8,42.3,195.3,Medium,Medium,Medium,Low,High,Medium,High,Medium,False,True,True,PVC Pipes,5899.687499999999,22495.0,18445.407,4561.0,26427.6,5800.410000000001,840.0,11831.0,24802.5,14243.5,135346.1
S000086,74.3,2,1,1,1,1,Medium,26.0,48.3,222.9,Low,Low,High,High,Medium,High,Medium,Low,True,True,False,PPR Pipes,33569.47916666667,27849.0,19378.959,4799.0,25885.0,1116.121090909091,990.0,10201.0,28532.5,15945.5,168266.56
S000087,132.6,3,2,1,1,1,Low,46.4,86.2,397.8,Low,Low,Medium,Medium,Medium,Low,Low,Low,False,False,False,PPR Pipes,8333.541666666666,33519.0,35840.34,1708.0,39690.2,1718.496,1980.0,19058.0,59547.0,26279.0,227673.58
S000088,158.5,3,2,1,1,1,Medium,55.5,103.0,475.5,Medium,High,Medium,Medium,Medium,Low,Medium,Medium,False,True,False,PVC Pipes,11227.083333333334,31876.0,45176.925,5410.0,74168.5,2661.0709090909095,1500.0,17018.0,57387.5,33722.5,280147.58
S000089,57.7,2,1,1,0,1,Medium,20.2,37.5,173.1,High,Medium,Low,Medium,Medium,Low,High,High,False,False,True,PVC Pipes,4327.500000000001,20782.0,16719.912,2856.0,27957.8,6016.956,870.0,16838.0,23967.5,12874.5,133210.17
S000090,128.3,3,2,1,1,1,Low,44.9,83.4,384.9,Medium,Medium,Low,Low,Low,Low,Low,Medium,False,False,False,PVC Pipes,8241.493055555557,23760.0,36090.58900000001,2448.0,55872.8,2191.8305454545457,1700.0,16352.0,58063.5,25569.5,230289.71
S000091,63.3,2,1,1,1,1,Low,22.2,41.1,189.9,Low,Low,Medium,Medium,Medium,Low,Low,Low,False,True,False,PPR Pipes,5077.1875,27255.0,17387.063000000002,3895.0,29768.399999999998,1025.46,1170.0,8137.0,29938.5,12644.5,136298.11
S000092,125.1,3,2,1,1,1,High,43.8,81.3,375.3,Medium,High,High,High,High,High,High,High,True,True,True,PVC Pipes,55813.854166666664,33711.0,35641.059,6777.0,61954.799999999996,12054.636,1960.0,29709.0,48202.5,27543.5,313367.35
S000093,117.5,3,2,1,3,1,High,41.1,76.4,352.5,Medium,High,High,Medium,High,High,Medium,High,True,True,False,PVC Pipes,48586.07638888889,47361.0,33517.675,5631.0,59712.8,11322.300000000001,1940.0,17512.0,46112.5,26137.5,297832.85
S000094,121.6,3,2,1,1,1,Medium,42.6,79.0,364.8,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,True,True,False,PVC Pipes,44390.0,33472.0,33654.047999999995,6814.0,60093.4,10032.0,1720.0,16238.0,47240.0,26896.0,280549.45
S000095,74.1,2,1,1,2,1,High,25.9,48.2,222.3,High,High,Medium,High,High,High,High,High,True,True,True,PVC Pipes,32052.67361111111,36240.0,21602.781,5159.0,34460.6,9487.764000000001,960.0,20759.0,28477.5,15908.5,205107.82
S000096,129.4,3,2,1,1,1,Medium,45.3,84.1,388.2,High,High,Medium,Medium,Medium,Medium,Low,Medium,True,True,True,PVC Pipes,42690.694444444445,32468.0,38820.144,3743.0,68587.0,18447.264000000003,1720.0,27742.0,49385.0,28339.0,311942.1
S000097,102.6,3,2,1,0,1,High,35.9,66.7,307.8,High,Medium,Medium,High,High,Medium,High,Medium,False,True,True,PVC Pipes,9975.0,26443.0,29413.235999999997,6707.0,35605.5,14423.508000000002,1600.0,30602.0,42015.0,23381.0,220165.24
S000098,99.9,2,1,1,0,1,High,35.0,64.9,299.7,High,High,Medium,Medium,High,Medium,High,High,False,True,True,PVC Pipes,9504.375,21572.0,28501.519,5841.0,52814.3,14241.743999999999,980.0,16889.0,35572.5,20681.5,206597.94
S000099,80.1,2,1,1,1,1,Medium,28.0,52.1,240.3,Medium,Medium,Medium,Medium,Medium,High,Low,Medium,False,False,False,PVC Pipes,9595.3125,27899.0,21768.697999999997,1416.0,38466.0,6661.116000000001,810.0,8457.0,30127.5,17018.5,162219.13
