Finishing_Category,Brand,Product_Name,Category,Specification,Application,Power_W,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Subcategory,Grade,Quality_Price_Band,Source_File,Price_Outlier
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1785,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3355,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,77,LED Bulb,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Osram,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,77,LED Bulb,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2579,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1970,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2202,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1307,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2254,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Osram,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,145,LED Spotlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1393,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2036,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Osram,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,117,LED Bulb,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3356,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,El Sewedy Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,56,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Philips,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,57,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Philips,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,120,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Philips,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,142,LED Bulb,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3043,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,142,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1436,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3162,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,162,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,125,LED Spotlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2096,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2985,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2533,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Osram,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,104,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2554,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,148,LED Bulb,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,92,LED Bulb,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,75,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Opple,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,74,LED Spotlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3365,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2628,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2950,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2191,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2170,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,139,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1237,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1779,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1536,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1201,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2890,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2251,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3378,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2335,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,125,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3005,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2674,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3287,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3310,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2598,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1428,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,El Sewedy Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,97,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Opple,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,118,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Osram,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,162,LED Spotlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Osram,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,161,LED Spotlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1675,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,111,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2616,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1710,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1466,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,124,LED Bulb,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Osram,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,93,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2022,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3121,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1720,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,97,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2953,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2810,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,138,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,El Sewedy Electric,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,140,LED Spotlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2738,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Osram,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,110,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,El Sewedy Electric,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,88,LED Bulb,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Osram,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,124,LED Spotlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1479,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2244,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,108,LED Bulb,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Opple,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,81,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Opple,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,160,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Philips,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,66,LED Spotlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,94,LED Bulb,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2209,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2154,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3009,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,LED Downlight,Electrical,18W Recessed,Reception,18,Medium,8.8,Piece,Per_Reception,8,Reception,False,177,LED Downlight,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,True
Electrical Finishing,Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1470,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,100,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1975,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1623,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1808,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,99,LED Bulb,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Opple,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,69,LED Spotlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2997,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,70,LED Spotlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3359,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3368,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,156,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1342,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2816,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3292,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Philips,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,78,LED Spotlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2521,Modern Chandelier,Not Applicable,High: > 2252,electrical_finishing.csv,False
Electrical Finishing,Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1882,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
Electrical Finishing,Opple,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,135,LED Downlight,Not Applicable,Low: <= 174,electrical_finishing.csv,False
Electrical Finishing,Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1436,Modern Chandelier,Not Applicable,Medium: 174 - 2252,electrical_finishing.csv,False
